Index	AvgScore	Score	NormalizedClaim	Text
932	0.2953	0.4993	The claim: Facebook is banning President Donald Trump from advertising on the social media site	Facebook is banning Donald Trump from advertising for the presidential election.
933	0.2950	0.0450	Fact-checking the Democratic presidential debate in Manchester, New Hampshire	Pete Buttigieg, a politician, supports Medicare for All as a measure to ensure all Americans have healthcare coverage.
934	0.2950	0.3424	A Facebook post claims New Zealand's national debt has risen to more than $NZ120 billion.	The current government has led to a significant increase in New Zealand's gross government debt, surpassing all previous governments, whereas Labour claims to have a history of effective economic management and aims to replicate it.
935	0.2948	0.0703	Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were "totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with."	I met with victims, families, law enforcement, medical staff, and first responders in Dayton, Ohio, and received a warm and enthusiastic welcome.
936	0.2945	0.0630	"I think I’ve done more for the black community than any other president, and let’s take a pass on Abraham Lincoln, cause he did good although it’s always questionable, you know in other words, the end result."	The mayor of Minneapolis, Jacob Frey, needs to establish control over the city or the National Guard will be deployed to restore order.
937	0.2943	0.1099	lotus root can prevent cancer	A person's diet and lifestyle, including poor eating habits, physical inactivity, and obesity, can increase their risk of developing cancer, while a healthy diet and weight management, combined with other good habits, can help lower this risk.
938	0.2946	0.4893	R Madhavan lost his house to fund Rocketry	R Madhavan directed and funded the movie Rocketry, a biopic about Indian scientist Nambi Narayanan, after working on the project for six years and making significant personal sacrifices, including losing his house and taking on other projects to support the film.
939	0.2947	0.4605	colloidal silver can be used to treat COVID-19	Colloidal silver is used to aid in wound healing, improve skin disorders, and prevent or treat various diseases, including flu, pneumonia, and herpes, among others, due to its potential antimicrobial properties.
940	0.2949	0.4073	Claim: An 'anti-Black Lives Matter' flag replaced the American flag behind President Trump during a Waukesha campaign rally	In Wisconsin, a flag opposing Black Lives Matter has replaced the American flag at rallies, signifying a notable change.
941	0.2947	0.1073	Malala Yousafzai has been “silent about the cries of women and children suffering at the hands of the Taliban.” 
	The user chooses not to publicly shame or bully an individual with a differing opinion, instead opting to block out their name and focus on addressing the issue rather than attacking the person.
942	0.2945	0.1833	Sky News said there were 2 million people at the People’s Vote march on Saturday 19 October.	The crowd size at the event was estimated to be approximately 2.2 million people, according to German TV's measurement technology.
943	0.2946	0.3686	Crowds queueing up at Bank of Baroda Al Ain Branch, UAE to close their accounts, after the statement by its CEO, that BoB will still fund Adani companies, after the exposé of Adani’s fraud.

There are real consequences to electing criminals to Parliament…	Customers are closing their accounts at Bank of Baroda's Al Ain Branch in the UAE due to the bank's decision to continue funding Adani companies despite allegations of fraud.
944	0.2948	0.4961	500,000 ballots in Virginia and 200,000 ballots in Nevada were sent to dead people, pets	Over 500,000 mail-in ballots in Virginia and 200,000 in Nevada were allegedly found with deceased individuals' names and pets' names.
945	0.2945	0.0000	The claim: President Donald Trump nominated himself to the Supreme Court	A news post has been published.
946	0.2947	0.4574	The claim: A photo depicts a Dec. 12 march of 1 million Trump supporters in Washington, D.C.	The "1 Million for Trump March" in Washington, D.C. drew a significant crowd, as reported by Kim Jurincic, starting from today.
947	0.2950	0.6228	Kerala Muslims protest against Tripura Violence.	Muslims in Kerala are protesting against the recent violence that occurred in Tripura.
948	0.1073	0.3827	Face masks cause cancer	The author claims that face masks are deadly and harmful to health.
949	0.2952	0.5216	The plight of Hindu girls madly in love with Muslim boys.

Wake up Hindus wake up	Hindu girls are reportedly falling in love with Muslim boys, prompting concern among the Hindu community.
950	0.2949	0.0000	Messenger RNA COVID-19 vaccines aren't real vaccines, vaccination will turn body into 'virus-making factory'	The mRNA operating system is allegedly being used as a tool for premeditated population control.
951	0.2951	0.4971	“James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.”	James Comey and John Brennan are alleged to have committed a total of 98 counts of treason, with 50 counts attributed to Comey and 48 counts attributed to Brennan.
952	0.2950	0.1497	A viral photo of jailed Afghan children is not from any prison in Sindh.	The Foreign Minister is responsible for official trips abroad, and the posted picture does not belong to Sindh province, therefore, verification of facts is necessary before sharing information.
953	0.2948	0.1844	Satochi, a tablet advertised as a treatment for diabetes, is approved by the FDA (Food and Drug Administration)	SATOCHI, a Japanese technology-based effervescent tablet, claims to help prevent and treat diabetes at home by restoring the pancreas' natural insulin production, strengthening the immune system, and minimizing complications, with 99% user satisfaction and no reported side effects.
954	0.2949	0.3034	Trends of Aam Aadmi Party reaching Uttarakhand have started coming. Jago Hinduo Jago….	The Aam Aadmi Party is reportedly expanding its presence to Uttarakhand.
955	0.2951	0.5378	LAS CONDES Y VITACURA TIENEN BLOQUEADA LA INDEXACIÓN DE TRANSPARENCIA ACTIVA DE GOOGLE Y OTROS BUSCADORES	Los municipios de Las Condes y Vitacura han bloqueado el acceso a Google y otros buscadores para mantener ocultos documentos publicados en su sitio web, lo que dificulta el desarrollo de una democracia saludable.
956	0.2952	0.3404	China has produced first woman plastic, one thing is that, she doesn't have a soul, the end of the world is near.	China has created the world's first plastic woman, a synthetic human-like entity lacking a soul.
957	0.2951	0.2289	Several social media posts claim the aphelion phenomenon will increase Earth’s temperature till august. We fact-checked and found the claim to be False. The aphelion phenomenon affects the duration of weather, not the intensity.	From June 18th to August 2022, the Earth will experience the Aphelion phenomenon, resulting in colder temperatures, increased risk of flu, cough, and respiratory issues, and it is recommended to wear warm clothing and boost immunity through vitamins and supplements to mitigate its impact.
958	0.2948	0.0255	Some people were caught while hoarding hundreds of EVM machines in a strong room in Bina Bazar in Madhya Pradesh	The Election Commission is overseeing the election process under the leadership of Modi and Shah.
959	0.2948	0.3358	A video claiming that Rahul Gandhi refused to take aarti during Navaratri pooja is doing rounds on social media.	Rahul Gandhi refused to perform the aarti ritual.
960	0.2946	0.0735	"'Defunding' to a lot of people means break up the police forces, and either that or don't give them any money, so essentially they are breaking it up."	The President has assured Governor Tim Walz of military support to prevent looting and maintain order in the wake of George Floyd's death.
961	0.2948	0.4396	Video of 28 sadhus who were caught red handed while kidnapping children and removing their kidneys in Varanasi	Twenty-eight sadhus were caught selling kidneys of stolen children in Uttar Pradesh, where children are allegedly being abducted, having their kidneys removed, and their bodies dumped in forests.
962	0.2946	0.0977	Says Joe Biden said “Why am I doing this? Why? What is my real aim?”
	Joe Biden questions his motivations and the purpose behind his actions.
963	0.2944	0.1634	It may not be the lost city of Atlantis, but a social media post questions whether another island – Australia – is also the product of fiction.	The claim is that Australia does not exist and is a massive hoax created by leading governments to cover up the alleged mass murder of 162,000 people who were supposedly transported there, with all evidence and personal experiences being fabricated lies and deceptions.
964	0.2943	0.1957	Says “every time" the DSCC endorsed someone in North Carolina's U.S. Senate primary, "and the person they didn’t support was black, the candidate they picked ended up losing."	The Democratic candidate ultimately lost in the general election because the party's division during the primary, often along racial lines, led to a lack of unified support for the chosen candidate.
965	0.2945	0.4711	Rare pics of Sant Gajanan Maharaj	Four rare pictures of Shegaon's Gajanan Maharaj are circulating on WhatsApp.
966	0.1074	0.5111	Irradiated food causes cancer	Radiated food causes various types of cancer, take control of your health.
967	0.2948	0.7112	Kamala Harris failed the bar exam on her first attempt, while Amy Coney Barrett graduated at the top of her law school class	Kamala Harris initially failed the bar exam, whereas Amy Coney Barrett graduated at the top of her class.
968	0.2948	0.3348	Those in the country illegally can be police officers in California	Undocumented immigrants are now eligible to become police officers in certain jurisdictions.
969	0.2947	0.2232	Nasal flu vaccines given to children contain strep A.	Primary-aged children in the UK, who recently received the live flu nasal spray, are now dying from strep infections.
970	0.2946	0.1474	“We will be over 290 electoral votes on Election Night ... no matter what they (Democrats) try to do, what kind of hijinks or lawsuits or whatever kind of nonsense they try to pull off.”	According to Trump adviser Jason Miller, some Democrats believe that President Trump will be leading on election night, but Democrats will then attempt to alter the outcome after the election by counting all remaining ballots.
971	0.2943	0.0407	Trump installed this wall at the White House on Election Day	A photo shared on Facebook appears to have suspicious elements, but a reverse Google images search did not yield any relevant information.
972	0.2943	0.3114	The claim: Democrat-led states where Trump was winning stopped counting votes on election night. This is election meddling.	The Democratic-run swing states' decision to stop counting votes without a valid reason, despite Trump leading by hundreds of thousands of votes, constitutes domestic election interference and meddling.
973	0.2943	0.3129	108 people died from Covid-19 in China on February 10th, one of the worst days so far.	On February 10th, coronavirus claimed 108 lives in China, whereas other causes like cancer, heart disease, diabetes, and suicide resulted in significantly higher fatalities, with 26,283, 24,641, 4,300, and 3,024 deaths respectively, putting the coronavirus toll into perspective.
974	0.2944	0.3325	The Conservatives have pushed millions of people into poverty after 12 years in government.	The UK government is failing to address the cost of living crisis, which is driving millions into debt, poverty, and destitution.
975	0.2944	0.3525	Images show police presence during Black Lives Matter demonstrations compared to Capitol riot	The security response and treatment of citizens protesting at the Lincoln Memorial during a Black Lives Matter protest and at the Capitol today show a stark contrast.
976	0.2947	0.5538	40 students admitted after vaccination in Kanpur	Forty students were admitted to a facility in Kanpur after receiving a vaccination.
977	0.2949	0.4702	Left Lemur Dravidian Stocks won’t talk about this

10,000 year old Maha Vishnu Statue, Gold earnings & parts of Earthen vessels were identified through Archaeological Excavation in Vadakupatti, Kanchipuram, Tamil Nadu	An archaeological excavation in Vadakupatti, Kanchipuram, Tamil Nadu, uncovered a 10,000-year-old Maha Vishnu statue, gold earnings, and earthen vessel parts.
978	0.2947	0.1456	Health Minister Greg Hunt admitted no one in the country had died from a locally transmitted case of COVID-19.	The LNP's decision to allow a COVID-infected ship to disembark in Sydney resulted in the deaths of over 400 people in aged care facilities.
979	0.1078	0.3097	The claim: Resistance to COVID-19 vaccine mandates is responsible for supply chain backups	Vaccine mandates are causing supply chain disruptions due to truckers' refusal to drive into certain areas.
980	0.2950	0.6541	Indian Air Force, Salute Indian Army	The Indian Air Force pays tribute to the Indian Army.
981	0.2950	0.2593	Haldiram’s group is currently under the ownership of a Muslim; Yogesh & Naresh, grandsons of Haldiram sold the company to a Muslim	The Haldiram Namkeen company, originally founded by Haldiram, has been sold by its owners, Naresh and Yogesh Khandelwal, to a Muslim individual, resulting in a change of ownership and control.
982	0.2956	0.8848	This river of South India appears on the new moon of Pitra Paksha and disappears on the new moon day of Deepawali.	The river in South India appears on the new moon of Pitra Paksha and disappears on the new moon day of Deepawali, remaining visible for only a month.
983	0.2955	0.1902	The US Food and Drug Administration (FDA) has revoked a PCR Covid-19 test.	The Medicines and Healthcare products Regulatory Agency (MHRA) is conducting a thorough risk assessment in collaboration with NHS Test and Trace to ensure patient safety and will issue necessary safety information for products used in the UK.
984	0.2955	0.2848	"After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again."	The US should reinstate the assault weapons ban, limit high-capacity magazines, and implement universal background checks to reduce mass shooting deaths.
985	0.2952	0.0656	Video shows President Joe Biden saying "bingo" after a reporter says: “To gun owners out there who say, well, a Biden administration means they’re going to come for my guns.”	The current state of the union is a topic of discussion and analysis among politicians, experts, and citizens.
986	0.2950	0.0794	Vaccines have led to a significant rise in mortality and journalists are writing cover-up stories to explain away deaths.	The person responsible for this is a genius.
987	0.2950	0.3068	Australia: Parents go furious as a video of children in Australia being taught how to pray in a mosque goes viral.

Furious parents accuse the school of brainwashing and Islamizing their children in the name of pleasing a migrant community.	Parents in Australia accuse a school of brainwashing their children by teaching them Islamic prayers in a mosque, sparking allegations of prioritizing migrant community interests over their own.
988	0.2950	0.3049	NHS Test and Trace has employed about 20,000 staff.	The £37 billion spent on Track and Trace is questioned as it equates to £400 per test and £1.85 million per staff member, prompting concerns over the allocation of funds.
989	0.2948	0.0629	Deaths from Covid-19 vaccines are being miscategorised as deaths from “Sudden Adult Death Syndrome”.	The user is expressing sadness.
990	0.2950	0.4817	Tokyo Olympic 2021.... Wonderful closing Ceremony at the Olympics like each person was digitally programmed...	The 2021 Tokyo Olympics had a wonderful closing ceremony that featured a digitally programmed performance by each participant.
991	0.2952	0.4664	You can get a free iPhone 13 Pro Max from the government if you are on certain benefits.	The government is providing free iPhone 13 Pro Max devices to individuals who receive government assistance, such as food stamps, medical aid, or Section 8 benefits.
992	0.2950	0.1010	“Asteroid warning: NASA tracks a 4KM killer rock on approach - Could end human civilisation.”	Asteroid 1998 OR2 will safely pass Earth by 3.9 million miles on April 29, and there is no warning or threat associated with this event.
993	0.2953	0.6506	Trump got 74 million votes and there are only 133 million registered voters in the USA	Donald Trump received 74 million votes in an election where there were 133 million registered voters in the United States.
994	0.2953	0.2735	On confirming a Supreme Court justice nominee in a presidential election year.	I support President Trump's efforts to fill the Supreme Court vacancy created by Justice Ginsburg's passing.
995	0.2951	0.0758	According to NHS England figures, the number of people whose death certificates show death from only coronavirus, i.e. no pre-existing condition, is 1,265.	The distance is approximately 40,000 units, which is extremely far.
996	0.2956	0.7690	Reciting Sanatani Shloka at the funeral of Queen Elizabeth of Britain	A Sanatani Shloka was recited at the funeral of Queen Elizabeth II of the United Kingdom.
997	0.2956	0.3204	Sardar Gyan Singh Sohanpal is viral with a claim that Singh, a 10-time MLA is preparing to contest the election for the 11th time.	Sardar Gyan Singh Sohanpal, a 91-year-old politician, has been elected as an MLA for 10 consecutive terms and is currently preparing for his 11th term.
998	0.2956	0.3410	Police have rescued newborn babies that were abandoned in multiple English towns and cities.	The police in Leeds have found an abandoned newborn baby and are seeking assistance to identify the child's parents.
999	0.2955	0.1404	The EU has ordered organic farmers to treat sick animals with homeopathy in a new directive.	The Department for Food and Rural Affairs (Defra) stated that farmers are correctly informed, as quoted in the Telegraph's article.
1000	0.2958	0.6229	Track and Trace is costing UK taxpayers £37 billion.	The construction of the Channel Tunnel required approximately six years and 13,000 workers, costing £4.65 billion, equivalent to around £12 billion today, while the UK's "Track & Trace" system is estimated to cost taxpayers £37 billion.
1001	0.2959	0.4098	Modi ji supporting both Shahrukh Khan and his movie Pathan against all odds

#ShahRukhKhan #Pathan #Modi	Prime Minister Modi is supporting Shahrukh Khan and his movie Pathan.
1002	0.2958	0.1527	A poll of 1,500 drivers by motoring campaign group Fair Fuel UK found 91% supported cyclists being forced to 'have road registration IDs'.	A review of insurance and cyclist identification methods, such as registration plates, is necessary to effectively track and hold accountable cyclists who break the law.
1003	0.2963	0.8437	Tornado at the Phillies game last night.	A tornado occurred during the Phillies game last night.
1004	0.2962	0.1786	Drink plenty of water	The Coronavirus can be prevented and identified by recognizing its symptoms, such as a dry cough, sore throat, and high fever, and taking precautions like frequent handwashing, gargling with salt water, and drinking warm water to reduce the risk of infection.
1005	0.2963	0.3676	144 years old buddhist monk	A 144-year-old Buddhist monk exists.
1006	0.2965	0.5456	Multiple posts on social media claim a young American woman is preparing to become the first human on Mars, and that she will never return to Earth, get married or have children.	Alyssa Carson is preparing to become the first human to travel to Mars, a journey from which she will not return, thereby sacrificing her ability to get married and have children.
1007	0.2964	0.1560	A tweet is being shared widely with a screenshot of another tweet from the President’s account that asks doctors to not charge some of their patients who cannot afford.	The government should refund the total educational fees, including school fees from 1st to 12th standard, 5.5 years of college fees, postgraduate college fees, and other related fees, to encourage doctors to provide free treatment to their patients.
1008	0.2964	0.3088	In #बैंगलोर in #ChristUniversity in #ethnicday the song ‘Bharat Ka Bachcha Bachcha, Jai Jai Shri Ram Bolega’ was played in the middle… then look at #stundents of #जोश	The song "Bharat Ka Bachcha Bachcha" was played at an event in Christ University, prompting a wildly enthusiastic response from the crowd.
1009	0.2962	0.0877	The World Health Organisation said that women of childbearing age should be banned from drinking alcohol.	The second draft will clarify the previously reported section to ensure clear understanding of its intended meaning.
1010	0.2961	0.2566	On not confirming a Supreme Court justice nominee in a presidential election year.	I support President Trump's efforts to fill the Supreme Court vacancy created by Justice Ginsburg's passing.
1011	0.2960	0.1882	The image shown is that of a man whose hand is infected, It is a disease.	A new disease from India is allegedly linked to eating semo, and people are advised to avoid consuming it to prevent infection.
1012	0.2960	0.2635	People are performing Yoga in Japan un huge numbers	Surya Namaskar and Gayatri Mantra are being practiced in Japan after spreading to the country.
1013	0.2958	0.1309	There are 40,000 third-level students in northwest Ireland, with 7,000 graduates annually ready for employment.	The Ireland North West delegation, including representatives from local councils, universities, and businesses, is attending a business breakfast in Philadelphia to showcase the region's unique cross-border location for investment and business opportunities.
1014	0.1471	0.3853	A Facebook post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.	Former Fiji PM Laisenia Qarase died from Covid-19 in Suva.
1015	0.2960	0.4978	Testosterone levels dropped by 50% in recent decades	The average testosterone level of a 22-year-old male today is comparable to that of a 67-year-old male in the year 2000, having fallen by approximately 50% over the last two decades.
1016	0.2957	0.0000	Post implies Moderna suing Pfizer for patent infringement proves the COVID-19 vaccine was developed before the pandemic	I am launching a new podcast and would like to invite my former audience to tune in, as I aim to provide entertaining and thought-provoking content despite facing censorship challenges on social media platforms.
1017	0.2956	0.1142	An image of rising homicide rates in seven cities with the words, “Welcome to President Biden’s America.”	The United States is currently under the presidency of Joe Biden.
1018	0.2959	0.6770	A man with dementia named Martin Jones is missing with his dog.	Mr. Martin Jones, a 79-year-old man with dementia, is missing after driving away yesterday with his dog Baxter, and a silver alert has been activated to ensure his safe return.
1019	0.1472	0.3945	Viral video of Lord Ganesh from Nagpur	A photo or video of a miraculous Ganesh idol at Mr. Bangre's residence in Nagpur.
1020	0.2962	0.6707	Greenwich council is set to remove a memorial stone to Lee Rigby.	Greenwich Council is removing the Lee Rigby memorial stone that was laid at the site.
1021	0.2959	0.0000	Covid-19 infections have increased after the vaccines	Mainstream social media platforms do not allow discussion about certain sensitive topics, effectively silencing conversations about important issues.
1022	0.2962	0.6466	Video shows Australian surgeon having stroke after 3 COVID-19 vaccine doses	An Australian surgeon who had received three COVID-19 vaccine doses suffered a stroke while performing surgery.
1023	0.2964	0.4377	Indian sprinter Hima Das won a gold medal in the Women’s 400-metre race at the CWG 2022	Hima Das won the gold medal in the 400m event at the Commonwealth Games in Birmingham.
1024	0.2962	0.0676	Says he "rebuilt the military"	The best outcome is expected to occur in the future.
1025	0.2961	0.2665	“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”	Senator Mike Lee is accused of involvement in attempts to overturn the election and defending January 6th insurrectionists, and now a Trump lawyer is invoking the Fifth Amendment regarding Lee's alleged role.
1026	0.2961	0.2588	In #Gujrat the broom will fly, dust will not be visible, the paw will not be visible because the people of Gujarat have decided to drive away #मोदी_हटाओ_देश_बचाओ #भाजपा @ArvindKejriwal  Gujarat. #मोदी_हटाओ_देश_बचाओ	The people of Gujarat have decided to vote against Modi and the BJP, as advocated by Arvind Kejriwal, in an effort to bring about change in the state.
1027	0.2961	0.2568	Liquor mafia fighting, being intoxicated!

Law and order has broken down, Nitish Kumar is insensitive!!

Are the liquor mafia beating the police only? If the police is also not safe, then how will the general public be protected, Nitish Kumar?

#फर्जी_शराबबंदी

#JungleRajReturns	The liquor mafia is beating people and selling spurious liquor, while the police is also involved in this illegal activity, and the public is questioning how Nitish Kumar's government will ensure safety and security.
1028	0.2960	0.2186	China has closed down its last coronavirus hospital. Not enough new cases to support them.	Despite the challenges posed by the coronavirus, several positive developments have been reported, including the closure of China's last coronavirus hospital, successful treatments in India, potential vaccines in development, and recoveries in various countries, offering hope for containment and management of the outbreak.
1029	0.2961	0.3804	The claim: Stacey Abrams had the Georgia governorship stolen for her by a ‘corrupt’ secretary of state, then registered 800,000 new voters	Stacey Abrams' claims of a stolen election and voter suppression were deemed unfounded and lacking evidence by the court, according to Georgia Secretary of State Brad Raffensperger.
1030	0.2961	0.3692	Ian Austin, former Labour MP has said he won’t vote for Labour.	Ian Austin and Ken Clarke, former ministers of Labour and Conservative parties, respectively, have announced they will not vote for their respective parties.
1031	0.2959	0.0476	Image showing infiltrators who have entered into Assam	The country's people are getting jobs and the BJP government is working to protect the country's security and is moving forward in the direction of freeing the country from corruption.
1032	0.2958	0.1592	These images are all from Black Lives Matter protests in London last weekend.	The police officers present at the protests this weekend did not consider the events to be peaceful, as evidenced by photos that were noticeably absent from today's newspapers.
1033	0.2955	0.0365	Diane Abbott said that Chairman Mao did more good than harm.	He led his country's transformation from feudalism and contributed to the defeat of the Japanese, ultimately leaving it on the brink of achieving great economic success.
1034	0.2957	0.5260	Leni Robredo said the Philippines is not a narco-state because the country's drug problem is huge.	Leni Robredo believes that despite the huge drug problem, the Philippines is not a narco state.
1035	0.2955	0.0859	An audio on whatsapp appeared in Italy in the last few hours, it shows coronavirus deaths (Sars-Cov-2) closed in body bags abandoned in bulk in the corridors of a hospital in Bergamo. The video is only shared through whatsapp in Italy so it's impossible to give you an italian link.	The hospitals and morgues in Guayaquil, Ecuador, have reached their maximum capacity to incinerate the coronavirus-infected bodies.
1036	0.2954	0.1423	During the 1918 flu pandemic, San Francisco residents formed the “Anti-Mask League.” San Francisco “was ultimately one of the cities that suffered the most with a high death rate.”	Over 2,000 people attended a San Francisco event organized by the "Anti-Mask League" to protest the mandatory masking ordinance.
1037	0.2951	0.0000	People shouting ‘Allahu Akbar’ in Europe after the Coronavirus outbreak	यूरोप में कोरोनावायरस के प्रकोप के बाद मुस्लिम और गैर-मुस्लिम लोग सड़कों पर कलमा पढ़ने और अल्लाहु अकबर के नारे लगाने के लिए एकत्रित हुए।
1038	0.2951	0.2937	Gin-soaked raisins be used to cure arthritic pain	A 105-year-old woman attributes her health and longevity to consuming nine gin-soaked raisins daily.
1039	0.2949	0.1047	A Facebook post claims the COVID-19 crisis is the latest in a once-every-100-years historical pattern of pandemics.	Major pandemics have occurred approximately every 100 years, including the Plague in 1720, Cholera in 1820, Spanish Flu in 1920, and Coronavirus in 2020.
1040	0.2948	0.1264	The Washington Court has ordered to train Modi on Covid safety measures! Modi met the American delegates without wearing a mask properly. Hence the Court has ordered to train him on Covid safety measures.	The claim can be standardized to: The World Health Organization has recommended measures to prevent the spread of coronavirus in Washington.
1041	0.2948	0.3596	In the federal trial of Ghislaine Maxwell, the judge issued a “gag order” and barred the media from the courtroom.	The Ghislaine Maxwell trial has been restricted by a media-wide gag order, prompting demands for transparency and public disclosure of evidence and individuals involved in the Jeffrey Epstein and Ghislaine Maxwell child abuse case.
1042	0.2947	0.1503	Video of PM Narendra Modi revealing his formula to fool the poor people of this country	The standardized claim is: Politicians deceive and manipulate the poor by making false promises and turning them against each other to maintain their power.
1043	0.2944	0.0239	The claim: President Trump claimed doctors said 'they've never seen a body kill the coronavirus' like his body	The First Lady and I have tested positive for COVID-19 and will immediately begin our quarantine and recovery process.
1044	0.2946	0.5153	The Daily Mail front page on 11/11/2019 said “An official report finds that Boris Johnson’s Conservative party received donations from nine Russian donors with suspected links to the Kremlin. Does our Prime Minister choose to publsh [sic] it? No, Johnson PERSONALLY blocks publication of the report.”	The UK Prime Minister, Boris Johnson, personally blocked the publication of an official report that revealed his Conservative party received donations from nine Russian donors with suspected links to the Kremlin.
1045	0.2948	0.4852	Picture of the Virabhadreshwara temple that emerged while demolishing a Mosque in Raichur, Karnataka	The demolition of a mosque's minaret in Raichur, Karnataka, led to the discovery of the ancient Veera Bhadeshwara temple.
1046	0.2946	0.0881	To the end of 2021, there have been 156,924 deaths within 28 days of a positive Covid-19 test in the UK.	The average age is 82.5 years, and some individuals believe that a 5-year-old does not need a vaccination.
1047	0.2947	0.3746	The same image of an elderly woman being vaccinated has been used by the media to show a woman called Joan being vaccinated in Manchester and a woman called Susan getting vaccinated in South Africa.	The mainstream media is accused of disseminating false information, as evidenced by allegedly using the same individuals, such as "Joan" and "Susan", in different vaccine centre locations, including Manchester and South Africa, to deceive the public.
1048	0.2947	0.3130	The COVID-19 vaccine doesn't stop virus spread, so it can't protect others	A Pfizer director has admitted that the company's COVID-19 vaccine was not tested for its ability to prevent transmission, contradicting the widespread claim that it would stop the spread of the virus.
1049	0.2949	0.4819	Rep. Lauren Boebert made an incorrect statement about the spy balloon.	Lauren Boebert claimed the Chinese spy balloon flew at an altitude of approximately 60,000 feet, equivalent to about one mile high.
1050	0.2946	0.0000	Sonali Phogat’s dance video captured in Goa on the night of her death	यह व्यक्ति अपने जीवन भर नेताओं की कठपुतली बनकर नाचती रही और समाज का साथ नहीं दिया, और उसके शौक उसके मरते दम तक साथ नहीं छोड़े।
1051	0.2948	0.4563	Lowe’s has announced that everyone who shares this link will be sent a $150 coupon for its anniversary	Lowe's is offering a $150 coupon to individuals who share a specific link in celebration of its anniversary.
1052	0.2948	0.3003	Kari Lake’s lawsuit “exposes Arizona used no signature verification.”	Kari Lake's lawsuit alleges that Arizona failed to verify signatures during the election process.
1053	0.2945	0.0420	Video shows hidden theater “where elites sacrifice kids.”	People will only realize the truth and end their ignorance when they are exposed to factual information and evidence.
1054	0.2946	0.3781	Congress MLA Anil Upadhyay speaking in support of CAA and NRC	Congress MLA Anil Upadhyay unintentionally made a correct statement that is being shared in a video, which is being made viral for the entire nation to see.
1055	0.2946	0.3204	Coimbatore Corporation has built a toilet with two commodes next to each other without a wall between them.	The Coimbatore Corporation has introduced couple's toilets, but they are currently without doors, as announced to the Chief Minister of Tamil Nadu.
1056	0.1456	0.3833	There was a 1500 per cent increase in 2021 on the previous record year for miscarriages/stillbirths in the US.	A graph or chart showing a significant increase in stillbirths and miscarriages in the US from 2009 to 2021.
1057	0.2943	0.0578	DMK should stop the casteism unleashed on VCK as they have power in their hands – Vaiko	The user is reporting that the "Fake News Template" is being used to spread misinformation on Reddit.
1058	0.2945	0.4534	This is the Video of Late Congress Leader Ahmed Patel's Funeral	The number of attendees at a marriage is regulated, whereas there is no law governing the number of attendees at a funeral, as exemplified by Ahmed Patel's funeral.
1059	0.2948	0.6466	Video of Lions in Gir Forest survived Cyclone Tauktae	The natural disaster Cyclone Tauktae had a limited impact on the lions in Gir Forest, allowing them to survive the event.
1060	0.2946	0.1235	The claim: In 2016, Trump said, "Anyone being investigated by the FBI is not qualified to be the President of the United States" on six different dates	Fact checkers at USA Today have determined that the claim about Trump making a specific statement is false, as there is no evidence to support it according to transcripts of his appearances and rallies.
1061	0.2945	0.1306	Oxford is to trial a “climate lockdown” which will confine residents to their local neighbourhood and require them to ask permission to leave.	The traffic filters in the city will manage congestion and support public transport by requiring drivers to take alternative routes, such as the ring road, during certain times of the day.
1062	0.1453	0.3167	Visuals of a temple located in Madhya Pradesh’s Anuppur district completely built using teak wood	A Hindu temple in Anuppur, Madhya Pradesh, made entirely of Sagwan wood.
1063	0.2943	0.4261	“Attorney General Garland is weaponizing the DOJ by using the FBI to pursue concerned parents and silence them through intimidation. Florida will defend the free speech rights of its citizens and will not allow federal agents to squelch dissent.”	The state of Florida will defend its citizens' free speech rights and prevent federal agents from intimidating and silencing concerned parents through the Department of Justice and FBI.
1064	0.2944	0.3348	The vaccine for coronavirus existed since 2001 and 19 years later they say there is no vaccine	It has been 19 years since 2001, and yet a vaccine has still not been developed.
1065	0.2945	0.4679	"Michigan sends absentee ballot applications to 7.7 million people" and "this was done illegally and without authorization." 	Michigan's Secretary of State sent absentee ballot applications to 7.7 million residents without authorization, prompting concerns about potential voter fraud and sparking a call to withhold funding to the state.
1066	0.2943	0.0565	The World Health Organisation boss has announced the approach of another pandemic - the Marburg virus.	A Qantas pilot is facing termination for refusing to comply with the company's "no jab, no job" vaccine mandate.
1067	0.2946	0.5835	Had gone to get India closed. In Papalaj, Rajasthan, the public thrashed him badly and blackened his face.
	A man was publicly thrashed and had his face blackened in Papalaj, Rajasthan, after attempting to close India.
1068	0.2943	0.0443	Says the "when the looting starts, the shooting starts," phrase "means two things, very different things. One is, if there’s looting, there’s probably going to be shooting, and that’s not as a threat, that’s really just a fact, because that’s what happens. And the other is, if there’s looting, there’s going to be shooting."	The President has assured Governor Tim Walz of military support to prevent looting and maintain order in the wake of George Floyd's death.
1069	0.2942	0.0962	Pregnant women are 22 times more likely to die from Covid-19 than other women.	COVID-19 in pregnancy can be lethal when comprehensive ICU services are not fully available, particularly in less developed regions.
